330168958,20150101,201501,2015,2015.0027,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,0,43,43,4,1,2.8,2,1,2,1.7105263157894701,0,,,,,,,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.6833299999999998,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.6833299999999998,111.617,-2690830,20150101,http://www.thephuketnews.com/search-for-missing-airasia-flight-appears-to-be-over-50374.php
330169045,20150101,201501,2015,2015.0027,,,,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,51,51,5,1,3.4,5,1,5,3.0480656506447796,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://thejakartaglobe.beritasatu.com/opinion/jokowis-harsh-stance-drugs-neglects-inconvenient-truths/
330169142,20150101,201501,2015,2015.0027,,,,,,,,,,,GOV,MINISTRY,,,,,,GOV,,,1,100,100,10,3,-5.0,6,1,6,0.9302325581395351,0,,,,,,,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://www.thejakartapost.com/news/2015/01/02/schools-teachers-decide-passing-grade-ministry.html
330169409,20150101,201501,2015,2015.0027,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,36,36,3,1,4.0,5,1,5,1.7857142857142903,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://www.channelnewsasia.com/news/asiapacific/live-blog-airasia-flight/1561530.html?cid=cna_editorspick_070814
330169473,20150101,201501,2015,2015.0027,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,0,42,42,4,1,1.9,2,1,2,1.7857142857142903,0,,,,,,,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150101,http://www.channelnewsasia.com/news/asiapacific/live-blog-airasia-flight/1561530.html?cid=cna_editorspick_070814
330169474,20150101,201501,2015,2015.0027,,,,,,,,,,,HLH,HOSPITAL,,,,,,HLH,,,1,42,42,4,1,1.9,28,2,28,1.278347214569,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://www.channelnewsasia.com/news/asiapacific/qz8501-recovered-bodies/1562636.html
330169628,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,0,10,10,1,1,0.0,3,3,3,3.56287514916554,0,,,,,,,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150101,http://www.ozarksfirst.com/story/d/story/a-look-at-passengers-crew-on-flight-8501/26154/UqPgtXa7vk-64AFFXKAiiA
330169629,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,10,10,1,1,0.0,1,1,1,1.04895104895105,0,,,,,,,4,"Kota Baru, Papua, Indonesia",ID,ID36,-2.53333,140.7,-2679938,4,"Kota Baru, Papua, Indonesia",ID,ID36,-2.53333,140.7,-2679938,20150101,http://www.therakyatpost.com/news/2015/01/01/first-qz8501-victim-identified/
330169630,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,10,10,1,1,0.0,8,2,8,0.9634180997735171,0,,,,,,,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://www.stltoday.com/news/national/weather-hinders-effort-to-recover-airasia-bodies/article_c8efa218-3bb8-5c34-a472-0ba2f295571a.html
330169632,20150101,201501,2015,2015.0027,,,,,,,,,,,IDN,INDONESIA,IDN,,,,,,,,1,10,10,1,1,0.0,1,1,1,2.4024024024023998,0,,,,,,,1,Malaysia,MY,MY,2.5,112.5,MY,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.2491699999999994,112.751,-2698521,20150101,http://www.mysinchew.com/node/104699
